timestamp,experiment_id,project_name,duration,emissions,energy_consumed,country_name,country_iso_code,region,on_cloud,cloud_provider,cloud_region
2022-01-29T19:27:03,5753d2ab-a940-4461-8f56-66ca16adec61,hepatitis_Linear,0.0021288394927978516,1.4735029153764818e-08,2.470430420399905e-08,Spain,ESP,,N,,
2022-01-29T19:27:05,c85b5b96-09ab-490d-a852-27ecf21da690,hepatitis_SupportVector,0.0014569759368896484,1.0052791907570209e-08,1.685420685582161e-08,Spain,ESP,,N,,
2022-01-29T19:27:06,46c728bc-7cf7-446e-b7e3-61aa2333acfa,hepatitis_StochasticGradient,0.0011451244354248047,7.836745595280183e-09,1.3138850635099414e-08,Spain,ESP,,N,,
2022-01-29T19:27:07,c9db1790-2903-4fdd-a382-c07032207ea7,hepatitis_NaiveBayes,0.0010271072387695312,7.030910572629264e-09,1.178781200938225e-08,Spain,ESP,,N,,
2022-01-29T19:27:08,ac4bcbe4-cc85-4fb4-af6d-f6f1f7a2b6c6,hepatitis_DecisionTree,0.0009868144989013672,6.7337589080267375e-09,1.1289616516149046e-08,Spain,ESP,,N,,
2022-01-29T19:27:09,44fdb5ba-efba-41aa-9a79-bcb4a235fa4d,hepatitis_Forest,0.0901644229888916,6.346538391413334e-07,1.0640414309853914e-06,Spain,ESP,,N,,
2022-01-29T19:27:10,7703082a-c9f8-40f3-8d7f-88a9e1e57b5b,hepatitis_AdaBoost,0.045116424560546875,3.174788530488956e-07,5.322754425669194e-07,Spain,ESP,,N,,
2022-01-29T19:27:13,670a576a-2287-4e18-960a-3191f554efe2,hepatitis_Linear,0.0023741722106933594,1.6452465045789585e-08,2.758370527505875e-08,Spain,ESP,,N,,
2022-01-29T19:27:14,cd68f57c-db26-4f25-bcd6-338bc2a6095c,hepatitis_SupportVector,0.0015492439270019531,1.0687386987907805e-08,1.7918149773573876e-08,Spain,ESP,,N,,
2022-01-29T19:27:15,f1ca0f81-3daf-4234-b401-a18bc75a75c3,hepatitis_StochasticGradient,0.0009882450103759766,6.7404741998821624e-09,1.1300875171363356e-08,Spain,ESP,,N,,
2022-01-29T19:27:16,8714e2bd-02d6-4ca9-a948-662a4db65af1,hepatitis_NaiveBayes,0.0009713172912597656,6.6212777694483804e-09,1.1101034041309359e-08,Spain,ESP,,N,,
2022-01-29T19:27:17,9662e762-3f1a-43cf-8a9a-8b85b6085424,hepatitis_DecisionTree,0.0010063648223876953,6.866385922171368e-09,1.1511974956631661e-08,Spain,ESP,,N,,
2022-01-29T19:27:18,97d1d19d-5477-465e-b24e-c7ad043d0fa9,hepatitis_Forest,0.09337115287780762,6.572440809429807e-07,1.101915547126329e-06,Spain,ESP,,N,,
2022-01-29T19:27:20,c6125abc-01c0-4a05-8666-5b7073a88d83,hepatitis_AdaBoost,0.046936750411987305,3.3025637462680424e-07,5.536978487759472e-07,Spain,ESP,,N,,
2022-01-29T19:27:21,1043139a-30c3-45a9-af3f-73d88f5d4195,hepatitis_Linear,0.002376556396484375,1.646757445246429e-08,2.7609037249290946e-08,Spain,ESP,,N,,
2022-01-29T19:27:23,bb53d3a9-5cc2-4aee-b6f0-5afdc45634e8,hepatitis_SupportVector,0.0014843940734863281,1.0229068318775096e-08,1.714974655519724e-08,Spain,ESP,,N,,
2022-01-29T19:27:24,46920440-5335-483a-9509-67ef51c905e8,hepatitis_StochasticGradient,0.0010631084442138672,7.056092917087106e-09,1.1830031966435912e-08,Spain,ESP,,N,,
2022-01-29T19:27:25,173960a2-4631-4eee-a6dc-08e3a56c44bb,hepatitis_NaiveBayes,0.0010128021240234375,6.906677673303914e-09,1.157952688791752e-08,Spain,ESP,,N,,
2022-01-29T19:27:26,2489e0d6-251f-4349-a683-6ae66d1653b0,hepatitis_DecisionTree,0.0009615421295166016,6.547409559038712e-09,1.0977188833951951e-08,Spain,ESP,,N,,
2022-01-29T19:27:27,cb412854-aef9-428b-a5b5-e43d5258fc2b,hepatitis_Forest,0.08952522277832031,6.301646665359821e-07,1.0565150199746252e-06,Spain,ESP,,N,,
2022-01-29T19:27:29,d1770736-db51-4a15-82e0-bc5d023faa95,hepatitis_AdaBoost,0.0517268180847168,3.639839279706729e-07,6.102444445898176e-07,Spain,ESP,,N,,
2022-01-29T19:27:31,19b9ec31-60ee-474e-b006-cd693acc329c,hepatitis_Linear,0.002147197723388672,1.4869334990873303e-08,2.4929477308285242e-08,Spain,ESP,,N,,
2022-01-29T19:27:32,76604ca9-d77c-4c37-823b-7a50a4a1d014,hepatitis_SupportVector,0.0015130043029785156,1.0450672950004097e-08,1.752128217726946e-08,Spain,ESP,,N,,
